Date,Surface_Type,Surface_Condition,Pothole_Density,Slope_Angle_Degrees,Traffic_Density,Flood_Level_m,Access_Status,Dust_Level_PPM,Ground_Vibration_mm_s,Road_Temperature_C,Rainfall_mm,Soil_Moisture_%,Maintenance_Activity,Accident_Count,Road_Condition_Status
2025-06-28 01:00:00,Gravel,Slippery,1.61,8.41,35.81,0.93,Safe,71.48,20.82,51.05,36.16,55.9,Ongoing,0,Operational
2025-06-28 02:00:00,Asphalt,Dry,14.6,12.48,98.62,1.08,Safe,212.59,27.5,55.15,11.84,32.4,None,1,Operational
2025-06-28 03:00:00,Gravel,Dry,5.12,18.18,74.88,0.42,Safe,83.01,10.07,48.5,40.64,23.9,None,0,Operational
2025-06-28 04:00:00,Asphalt,Slippery,12.65,21.4,39.24,1.02,Safe,231.52,28.13,33.11,29.58,5.5,Recently Completed,0,Operational
2025-06-28 05:00:00,Gravel,Dry,13.38,23.25,83.3,0.82,Safe,288.72,26.99,59.71,33.97,20.4,None,0,Operational
2025-06-28 06:00:00,Gravel,Dry,0.33,12.58,18.18,0.07,Under Repair,482.49,4.45,45.79,49.31,44.3,None,0,Operational
2025-06-28 07:00:00,Mud,Slippery,8.0,14.92,83.8,1.04,Safe,301.04,26.32,50.07,9.06,28.0,None,0,Operational
2025-06-28 08:00:00,Gravel,Wet,12.24,5.43,10.59,0.11,Under Repair,408.57,0.03,36.87,27.58,59.2,None,0,Operational
2025-06-28 09:00:00,Asphalt,Wet,12.71,11.85,64.54,0.25,Safe,455.51,15.41,46.74,47.28,19.9,None,0,Operational
2025-06-28 10:00:00,Gravel,Dry,2.45,16.74,96.72,1.44,Safe,488.89,4.8,48.17,34.68,43.5,None,0,Operational
2025-06-28 11:00:00,Mud,Dry,5.26,11.22,13.9,0.02,Under Repair,273.21,20.99,36.27,9.57,49.6,Ongoing,0,Operational
2025-06-28 12:00:00,Mud,Dry,0.65,17.04,62.75,0.41,Closed,297.13,7.91,50.85,25.58,13.6,None,0,Operational
2025-06-28 13:00:00,Asphalt,Wet,3.11,14.83,23.66,0.53,Closed,383.86,16.53,47.97,48.87,46.9,Ongoing,0,Closed
2025-06-28 14:00:00,Gravel,Dry,12.49,16.59,22.0,1.16,Safe,411.75,28.75,41.45,15.25,17.0,None,0,Operational
2025-06-28 15:00:00,Asphalt,Wet,11.75,21.87,26.91,0.7,Safe,315.51,2.58,29.55,32.03,42.3,Ongoing,0,Operational
2025-06-28 16:00:00,Asphalt,Wet,13.29,13.39,81.57,1.34,Safe,134.71,23.34,30.26,41.44,18.0,None,0,Severely Damaged
2025-06-28 17:00:00,Asphalt,Wet,12.33,10.3,92.82,0.74,Safe,21.7,1.93,29.1,47.21,5.5,None,0,Severely Damaged
2025-06-28 18:00:00,Asphalt,Dry,9.07,8.46,23.3,1.27,Under Repair,43.1,23.98,53.77,28.67,31.2,Recently Completed,0,Operational
2025-06-28 19:00:00,Gravel,Wet,2.62,15.04,42.3,0.91,Safe,165.54,27.73,29.81,4.48,49.2,None,0,Severely Damaged
2025-06-28 20:00:00,Asphalt,Wet,4.46,4.16,86.88,0.93,Under Repair,226.51,1.6,57.05,26.95,55.4,Ongoing,0,Operational
2025-06-28 21:00:00,Soil,Wet,10.36,18.1,32.05,1.92,Safe,371.76,26.0,54.99,12.1,34.6,None,0,Closed
2025-06-28 22:00:00,Asphalt,Dry,7.66,5.79,11.15,0.88,Safe,112.01,7.78,59.49,20.95,18.4,None,1,Operational
2025-06-28 23:00:00,Mud,Dry,11.56,13.53,31.3,0.19,Closed,454.53,12.26,49.4,16.5,26.4,None,1,Operational
2025-06-29 00:00:00,Gravel,Wet,9.99,24.92,59.12,0.93,Under Repair,74.22,29.26,31.48,39.14,33.9,None,0,Operational
2025-06-29 01:00:00,Soil,Dry,7.32,11.52,54.48,1.39,Under Repair,41.97,11.53,26.62,45.87,59.1,None,0,Operational
2025-06-29 02:00:00,Asphalt,Wet,5.36,7.53,90.46,1.4,Safe,245.1,29.5,59.8,21.58,6.1,None,0,Operational
2025-06-29 03:00:00,Asphalt,Dry,13.7,8.34,52.69,1.31,Under Repair,383.2,23.88,44.9,42.57,50.7,None,0,Severely Damaged
2025-06-29 04:00:00,Mud,Dry,2.42,12.03,50.27,1.96,Safe,97.46,22.16,50.86,28.25,22.8,None,0,Operational
2025-06-29 05:00:00,Soil,Dry,0.87,19.22,15.88,1.84,Safe,163.92,25.6,56.4,17.01,57.0,None,0,Operational
2025-06-29 06:00:00,Gravel,Dry,8.55,7.03,24.0,0.08,Safe,18.67,24.94,44.82,0.89,47.6,Ongoing,1,Operational
2025-06-29 07:00:00,Soil,Slippery,7.66,11.57,58.88,0.37,Under Repair,383.25,16.03,48.08,25.72,5.4,Ongoing,0,Operational
2025-06-29 08:00:00,Mud,Dry,9.28,0.99,73.58,1.52,Under Repair,72.53,24.13,55.47,45.79,30.8,None,0,Operational
2025-06-29 09:00:00,Asphalt,Wet,11.21,11.64,19.45,1.54,Safe,443.53,17.24,31.2,19.72,53.9,None,0,Operational
2025-06-29 10:00:00,Soil,Wet,0.8,5.23,92.44,0.4,Safe,320.58,6.6,59.26,33.55,47.3,None,0,Closed
2025-06-29 11:00:00,Soil,Dry,6.7,6.33,9.01,0.11,Under Repair,263.06,17.17,49.94,29.47,48.0,None,0,Operational
2025-06-29 12:00:00,Asphalt,Dry,11.91,2.59,41.73,0.25,Under Repair,175.51,23.77,27.35,4.25,58.3,None,0,Operational
2025-06-29 13:00:00,Asphalt,Dry,10.02,14.29,26.01,1.92,Under Repair,44.38,14.33,35.8,29.96,39.3,None,0,Operational
2025-06-29 14:00:00,Asphalt,Slippery,1.37,8.37,35.93,1.84,Safe,222.66,28.9,30.54,12.86,38.6,None,0,Operational
2025-06-29 15:00:00,Soil,Dry,1.73,12.58,97.11,0.99,Safe,192.67,11.14,57.05,41.01,19.9,None,0,Operational
2025-06-29 16:00:00,Mud,Wet,13.79,24.67,19.72,1.08,Under Repair,146.16,26.22,40.39,21.64,14.6,Recently Completed,0,Closed
2025-06-29 17:00:00,Asphalt,Wet,0.17,8.22,98.48,1.74,Safe,162.09,10.75,40.89,43.24,35.0,Ongoing,0,Operational
2025-06-29 18:00:00,Asphalt,Slippery,2.66,7.65,63.02,0.35,Under Repair,328.41,5.62,29.86,24.17,42.9,Ongoing,0,Operational
2025-06-29 19:00:00,Asphalt,Slippery,4.04,23.56,98.62,0.59,Under Repair,432.4,27.55,28.77,10.94,41.9,None,0,Closed
2025-06-29 20:00:00,Asphalt,Dry,2.84,8.03,98.06,0.12,Safe,389.51,11.47,25.46,10.49,12.8,None,0,Operational
2025-06-29 21:00:00,Soil,Wet,14.91,11.31,58.06,1.55,Safe,280.77,24.25,26.91,16.84,51.5,Recently Completed,0,Operational
2025-06-29 22:00:00,Soil,Dry,9.5,2.32,55.43,0.55,Under Repair,118.15,4.19,59.49,25.24,30.2,Recently Completed,1,Severely Damaged
2025-06-29 23:00:00,Mud,Dry,5.59,21.7,31.75,0.41,Safe,104.06,5.9,33.26,34.03,42.7,Ongoing,0,Severely Damaged
2025-06-30 00:00:00,Asphalt,Wet,1.81,21.61,5.57,1.71,Under Repair,65.2,29.06,38.32,30.22,20.0,None,0,Operational
2025-06-30 01:00:00,Soil,Dry,11.62,6.69,81.2,0.74,Safe,467.32,21.63,57.23,5.45,32.5,None,0,Operational
2025-06-30 02:00:00,Asphalt,Wet,9.03,11.0,33.63,0.37,Safe,446.67,21.31,36.8,40.53,12.4,Ongoing,0,Operational
2025-06-30 03:00:00,Gravel,Wet,14.41,12.56,71.52,1.17,Safe,81.88,27.56,40.57,46.15,30.6,None,1,Operational
2025-06-30 04:00:00,Asphalt,Slippery,0.32,21.35,19.31,1.47,Closed,230.2,29.53,43.76,41.86,8.1,None,0,Operational
2025-06-30 05:00:00,Asphalt,Wet,5.99,11.23,8.22,1.34,Safe,136.49,23.18,46.55,43.07,51.5,None,0,Closed
2025-06-30 06:00:00,Asphalt,Dry,12.87,9.92,58.02,1.9,Safe,20.96,2.24,42.59,4.35,40.8,None,0,Operational
2025-06-30 07:00:00,Gravel,Dry,0.36,21.41,76.53,0.44,Safe,459.38,0.37,37.66,47.69,34.6,Ongoing,0,Operational
2025-06-30 08:00:00,Asphalt,Dry,11.18,19.24,91.25,1.59,Safe,158.12,13.46,58.94,28.49,55.0,Ongoing,0,Operational
2025-06-30 09:00:00,Asphalt,Dry,4.68,7.84,60.11,0.38,Safe,342.28,22.45,52.7,8.29,10.9,Recently Completed,0,Operational
2025-06-30 10:00:00,Soil,Dry,5.91,11.9,60.97,0.42,Safe,488.63,23.52,34.33,43.24,22.7,None,0,Severely Damaged
2025-06-30 11:00:00,Soil,Wet,0.22,24.91,81.4,0.77,Closed,367.1,13.27,47.47,44.03,39.5,Ongoing,0,Closed
2025-06-30 12:00:00,Asphalt,Dry,13.67,6.49,89.97,1.41,Safe,290.18,2.31,37.4,9.56,43.5,Recently Completed,0,Operational
2025-06-30 13:00:00,Mud,Dry,10.28,11.93,6.64,1.86,Closed,114.26,7.33,46.4,1.98,20.0,None,1,Operational
2025-06-30 14:00:00,Asphalt,Dry,11.21,16.48,61.24,0.09,Safe,245.93,10.77,38.43,27.78,38.1,None,0,Closed
2025-06-30 15:00:00,Asphalt,Dry,12.93,9.25,41.83,1.07,Safe,92.44,28.91,59.42,24.5,44.7,Recently Completed,0,Operational
2025-06-30 16:00:00,Gravel,Dry,3.46,14.95,22.44,0.52,Closed,497.77,5.25,50.3,22.41,5.1,None,0,Operational
2025-06-30 17:00:00,Soil,Dry,14.53,17.96,67.11,0.07,Safe,378.49,8.16,36.89,5.54,35.3,Recently Completed,0,Severely Damaged
2025-06-30 18:00:00,Mud,Dry,6.31,19.33,44.87,0.36,Safe,181.21,12.53,34.29,28.88,33.5,None,0,Operational
2025-06-30 19:00:00,Asphalt,Dry,13.82,13.76,14.76,0.07,Safe,409.85,24.87,53.38,15.92,14.1,None,0,Operational
2025-06-30 20:00:00,Soil,Dry,8.35,21.22,69.38,1.14,Safe,167.62,4.45,30.6,32.75,21.1,Ongoing,0,Operational
2025-06-30 21:00:00,Soil,Dry,10.98,22.2,31.1,0.52,Safe,238.43,7.05,48.21,43.84,36.5,None,0,Operational
2025-06-30 22:00:00,Asphalt,Dry,7.96,24.69,36.73,0.49,Under Repair,118.23,14.86,37.62,16.5,10.5,Ongoing,0,Operational
2025-06-30 23:00:00,Mud,Dry,7.96,14.87,53.86,1.8,Safe,63.96,5.88,46.31,32.73,48.7,None,0,Operational
2025-07-01 00:00:00,Gravel,Slippery,9.3,24.13,73.65,0.22,Safe,85.69,5.26,26.56,32.91,14.1,None,0,Severely Damaged
2025-07-01 01:00:00,Gravel,Dry,2.07,20.71,82.99,0.97,Safe,444.02,3.22,48.99,32.99,49.0,Ongoing,0,Operational
2025-07-01 02:00:00,Asphalt,Dry,13.64,7.37,92.79,1.65,Safe,435.96,18.07,33.61,7.59,12.5,Ongoing,0,Operational
2025-07-01 03:00:00,Gravel,Wet,12.86,6.77,34.71,0.28,Under Repair,366.84,2.29,33.31,6.96,35.8,Recently Completed,0,Operational
2025-07-01 04:00:00,Asphalt,Wet,1.24,6.78,12.11,0.72,Under Repair,72.42,29.53,32.34,46.76,39.6,None,0,Operational
2025-07-01 05:00:00,Asphalt,Wet,11.78,8.62,36.75,0.21,Safe,39.2,10.51,37.71,28.96,54.1,None,0,Operational
2025-07-01 06:00:00,Asphalt,Slippery,9.26,8.44,6.21,0.28,Under Repair,367.97,27.95,42.37,43.57,57.3,None,0,Closed
2025-07-01 07:00:00,Asphalt,Dry,12.17,24.73,23.25,0.32,Safe,427.06,11.17,43.81,5.71,12.5,None,0,Severely Damaged
2025-07-01 08:00:00,Mud,Wet,7.42,20.37,91.07,0.72,Safe,336.19,16.56,51.55,15.66,22.4,None,0,Operational
2025-07-01 09:00:00,Gravel,Dry,11.89,19.9,66.9,1.87,Safe,333.48,10.82,25.0,16.5,31.5,None,0,Operational
2025-07-01 10:00:00,Asphalt,Dry,8.7,22.87,44.31,1.54,Safe,141.88,15.17,38.45,39.62,60.0,Ongoing,0,Operational
2025-07-01 11:00:00,Asphalt,Dry,7.84,7.91,38.82,0.65,Under Repair,390.56,21.87,40.42,25.22,23.3,None,0,Severely Damaged
2025-07-01 12:00:00,Soil,Wet,2.95,20.9,95.64,0.88,Safe,459.15,26.18,40.83,41.6,12.4,None,0,Severely Damaged
2025-07-01 13:00:00,Asphalt,Dry,7.85,3.7,16.12,0.95,Safe,46.0,0.78,47.55,9.18,36.1,None,0,Operational
2025-07-01 14:00:00,Soil,Dry,1.12,7.87,95.29,1.95,Safe,108.65,5.78,40.65,0.0,19.8,None,0,Severely Damaged
2025-07-01 15:00:00,Asphalt,Dry,3.58,17.4,58.83,0.09,Safe,386.38,0.28,41.77,48.66,7.6,Ongoing,0,Severely Damaged
2025-07-01 16:00:00,Asphalt,Wet,7.11,3.55,42.08,1.94,Under Repair,154.53,5.75,53.99,40.61,45.3,None,0,Severely Damaged
2025-07-01 17:00:00,Gravel,Wet,10.71,1.72,85.41,1.0,Safe,32.75,3.48,57.13,0.94,15.6,None,0,Operational
2025-07-01 18:00:00,Asphalt,Wet,11.92,17.69,47.62,0.39,Safe,208.3,14.42,48.15,32.81,6.9,Ongoing,0,Operational
2025-07-01 19:00:00,Gravel,Wet,4.88,23.51,89.89,0.82,Under Repair,466.09,10.99,41.45,35.59,58.5,Ongoing,0,Operational
2025-07-01 20:00:00,Asphalt,Dry,1.71,3.93,8.72,0.55,Under Repair,27.17,19.3,55.92,25.66,24.5,None,0,Operational
2025-07-01 21:00:00,Soil,Wet,12.5,13.1,53.73,0.46,Under Repair,148.26,23.48,58.37,3.79,52.4,Ongoing,0,Operational
2025-07-01 22:00:00,Asphalt,Dry,4.56,7.22,18.26,1.28,Under Repair,202.72,16.23,28.39,39.3,33.8,None,0,Closed
2025-07-01 23:00:00,Soil,Wet,11.59,0.52,26.6,1.95,Under Repair,361.26,8.18,46.61,38.6,31.9,None,0,Operational
2025-07-02 00:00:00,Asphalt,Dry,9.88,12.26,50.09,0.88,Safe,361.03,2.92,52.15,22.47,33.2,None,0,Closed
2025-07-02 01:00:00,Gravel,Dry,11.55,0.2,27.94,0.01,Under Repair,150.77,26.39,36.46,39.1,8.3,None,0,Operational
2025-07-02 02:00:00,Asphalt,Wet,2.44,16.8,85.89,1.56,Safe,51.84,12.95,50.61,42.88,59.0,None,0,Operational
2025-07-02 03:00:00,Asphalt,Wet,1.05,22.31,87.68,0.6,Safe,491.88,0.31,31.65,9.03,19.3,None,0,Operational
2025-07-02 04:00:00,Asphalt,Dry,11.57,20.87,96.31,0.57,Under Repair,391.0,29.24,42.44,47.05,9.0,None,0,Operational
2025-07-02 05:00:00,Mud,Dry,4.96,22.85,18.48,1.87,Safe,178.5,18.71,33.32,31.29,39.9,None,0,Operational
2025-07-02 06:00:00,Soil,Dry,1.15,15.79,17.84,1.52,Under Repair,446.33,5.97,28.37,17.81,28.0,None,0,Closed
2025-07-02 07:00:00,Asphalt,Dry,4.07,7.9,91.01,1.73,Safe,278.79,21.64,41.72,7.67,12.1,Ongoing,0,Operational
2025-07-02 08:00:00,Gravel,Dry,2.49,0.79,96.42,0.67,Safe,151.53,17.41,31.21,33.17,50.8,Ongoing,0,Operational
2025-07-02 09:00:00,Soil,Dry,11.41,15.87,54.09,0.84,Safe,324.1,16.47,33.93,34.34,33.3,None,0,Operational
2025-07-02 10:00:00,Asphalt,Dry,0.44,23.75,19.5,0.2,Safe,474.71,0.82,46.58,30.74,58.6,Ongoing,0,Operational
2025-07-02 11:00:00,Asphalt,Dry,8.68,0.24,73.26,1.13,Safe,49.17,21.23,39.31,46.48,30.6,None,0,Operational
2025-07-02 12:00:00,Asphalt,Dry,14.76,1.31,8.12,0.71,Safe,377.49,8.99,55.57,18.8,5.6,Recently Completed,0,Severely Damaged
2025-07-02 13:00:00,Soil,Wet,0.4,5.14,85.34,0.16,Safe,424.02,16.0,28.91,28.07,46.8,None,0,Operational
2025-07-02 14:00:00,Gravel,Dry,12.31,10.75,36.13,1.73,Safe,335.32,22.24,29.23,7.32,25.6,None,0,Operational
2025-07-02 15:00:00,Mud,Dry,8.01,4.09,42.74,0.85,Safe,212.34,26.74,36.77,19.23,16.8,None,0,Operational
2025-07-02 16:00:00,Asphalt,Wet,1.04,15.11,77.4,0.43,Safe,452.02,17.38,54.92,16.38,16.1,None,1,Operational
2025-07-02 17:00:00,Gravel,Dry,8.78,21.89,58.08,1.02,Safe,431.98,2.98,43.56,22.43,47.6,None,0,Operational
2025-07-02 18:00:00,Soil,Slippery,5.79,13.15,24.32,1.82,Safe,265.66,22.1,39.91,36.56,24.8,Ongoing,1,Operational
2025-07-02 19:00:00,Gravel,Slippery,0.55,13.03,58.05,1.75,Safe,394.28,7.33,28.32,7.33,46.2,Ongoing,1,Operational
2025-07-02 20:00:00,Asphalt,Dry,6.76,18.21,36.33,1.66,Safe,36.96,18.22,35.14,33.57,56.4,Ongoing,0,Severely Damaged
2025-07-02 21:00:00,Asphalt,Dry,14.89,22.75,91.88,0.28,Under Repair,481.66,24.04,29.41,29.01,17.9,None,0,Operational
2025-07-02 22:00:00,Asphalt,Wet,8.62,20.74,37.46,0.83,Safe,114.43,13.52,37.84,33.98,11.2,None,0,Operational
2025-07-02 23:00:00,Soil,Dry,3.78,9.76,90.41,1.56,Safe,479.41,21.96,57.64,33.2,52.7,None,0,Operational
2025-07-03 00:00:00,Soil,Wet,14.65,20.4,97.76,1.93,Under Repair,412.58,28.21,25.97,12.81,19.4,None,0,Operational
2025-07-03 01:00:00,Asphalt,Dry,5.89,19.98,17.93,0.53,Under Repair,197.36,23.12,53.85,10.43,33.5,None,0,Operational
2025-07-03 02:00:00,Gravel,Wet,10.58,1.01,43.68,1.3,Safe,23.17,11.48,33.52,37.08,23.6,None,0,Closed
2025-07-03 03:00:00,Asphalt,Wet,11.11,23.92,79.32,0.68,Under Repair,88.58,4.12,41.37,3.93,17.0,None,0,Severely Damaged
2025-07-03 04:00:00,Asphalt,Wet,5.6,23.79,20.02,1.24,Closed,368.73,5.7,37.1,9.2,8.0,Ongoing,0,Operational
2025-07-03 05:00:00,Gravel,Dry,12.14,14.09,66.06,1.41,Safe,193.96,16.44,44.69,31.62,19.2,None,0,Severely Damaged
2025-07-03 06:00:00,Asphalt,Dry,11.51,9.42,85.34,0.45,Safe,110.54,6.49,57.95,47.96,21.7,None,0,Operational
2025-07-03 07:00:00,Gravel,Slippery,1.8,1.33,33.55,1.45,Safe,358.96,22.88,43.9,39.19,8.3,None,0,Operational
2025-07-03 08:00:00,Soil,Dry,2.78,1.24,35.43,1.38,Safe,318.33,5.04,37.22,43.21,28.5,None,0,Operational
2025-07-03 09:00:00,Soil,Dry,14.53,1.0,31.89,0.77,Safe,392.21,18.98,43.11,46.32,51.6,Ongoing,0,Operational
2025-07-03 10:00:00,Soil,Dry,6.64,1.91,91.07,0.64,Under Repair,98.36,23.81,37.21,37.76,40.4,None,0,Operational
2025-07-03 11:00:00,Asphalt,Dry,13.54,11.67,73.43,1.2,Safe,124.2,7.31,26.83,10.79,14.2,Ongoing,0,Operational
2025-07-03 12:00:00,Asphalt,Wet,10.43,15.25,48.55,0.71,Safe,378.78,25.84,54.38,27.99,6.3,None,1,Operational
2025-07-03 13:00:00,Gravel,Dry,3.42,14.53,42.89,1.23,Safe,369.94,15.28,51.93,19.09,22.3,None,0,Operational
2025-07-03 14:00:00,Asphalt,Wet,9.44,18.26,44.38,1.29,Under Repair,49.75,29.96,29.57,39.9,17.6,None,0,Operational
2025-07-03 15:00:00,Gravel,Wet,14.95,20.2,36.49,1.16,Safe,213.52,27.92,41.78,40.67,8.7,None,0,Closed
2025-07-03 16:00:00,Asphalt,Wet,12.63,5.79,91.95,1.07,Closed,214.95,11.03,52.77,37.93,50.6,Ongoing,1,Operational
2025-07-03 17:00:00,Mud,Dry,9.7,7.04,58.5,1.16,Safe,45.43,21.26,38.0,1.77,22.5,None,0,Operational
2025-07-03 18:00:00,Asphalt,Dry,11.96,8.64,7.5,1.09,Safe,267.69,7.33,40.32,10.89,46.1,None,0,Operational
2025-07-03 19:00:00,Asphalt,Wet,9.64,23.38,57.3,1.76,Safe,480.41,2.59,26.99,18.54,12.3,None,0,Operational
2025-07-03 20:00:00,Asphalt,Dry,7.01,0.84,54.26,1.74,Safe,124.66,12.3,57.22,32.79,21.8,None,0,Operational
2025-07-03 21:00:00,Asphalt,Wet,4.58,15.23,88.45,1.17,Safe,151.61,1.57,31.96,0.6,31.4,Ongoing,0,Closed
2025-07-03 22:00:00,Asphalt,Slippery,4.2,15.97,14.32,1.62,Safe,143.74,2.66,55.96,42.1,8.4,Ongoing,0,Severely Damaged
2025-07-03 23:00:00,Mud,Dry,9.03,17.47,95.02,0.9,Safe,269.89,23.22,28.07,0.95,22.6,None,0,Closed
2025-07-04 00:00:00,Asphalt,Dry,7.08,20.32,46.55,0.7,Safe,309.21,12.18,34.2,1.97,36.2,Ongoing,0,Operational
2025-07-04 01:00:00,Soil,Dry,9.61,14.4,92.97,0.69,Safe,30.12,7.22,38.02,34.65,53.1,Recently Completed,0,Operational
2025-07-04 02:00:00,Soil,Dry,13.84,9.17,54.88,1.73,Safe,65.3,6.28,51.21,24.44,10.6,Ongoing,0,Operational
2025-07-04 03:00:00,Soil,Dry,12.89,18.27,58.49,0.28,Under Repair,141.29,28.82,29.53,22.14,22.0,None,0,Operational
2025-07-04 04:00:00,Soil,Wet,6.04,17.3,20.48,0.82,Under Repair,445.03,20.56,55.49,9.98,41.9,Ongoing,0,Closed
2025-07-04 05:00:00,Soil,Dry,9.47,8.37,37.14,0.59,Safe,252.82,14.61,51.89,22.82,17.7,None,0,Operational
2025-07-04 06:00:00,Asphalt,Dry,11.61,4.97,54.64,1.46,Safe,65.59,9.79,42.53,49.27,18.5,None,0,Closed
2025-07-04 07:00:00,Asphalt,Dry,12.12,20.09,89.0,1.27,Safe,486.45,12.3,32.22,14.12,10.0,None,0,Operational
2025-07-04 08:00:00,Asphalt,Dry,0.56,1.11,76.58,1.27,Safe,409.53,1.0,59.99,16.43,43.5,None,0,Operational
2025-07-04 09:00:00,Asphalt,Wet,6.14,20.72,66.66,1.19,Under Repair,16.27,1.02,30.48,5.15,34.4,None,0,Severely Damaged
2025-07-04 10:00:00,Soil,Dry,6.28,6.23,61.88,1.72,Safe,447.42,21.13,30.21,47.59,27.7,Ongoing,0,Severely Damaged
2025-07-04 11:00:00,Soil,Dry,1.4,13.21,41.96,1.41,Safe,162.73,7.26,40.76,46.62,8.2,Recently Completed,0,Operational
2025-07-04 12:00:00,Soil,Dry,2.71,5.71,25.4,1.36,Safe,163.4,6.79,25.16,34.83,6.0,None,0,Operational
2025-07-04 13:00:00,Soil,Wet,13.71,3.26,14.91,0.68,Safe,217.54,29.54,42.2,33.72,16.6,Ongoing,1,Operational
2025-07-04 14:00:00,Gravel,Slippery,13.98,12.24,83.42,1.5,Safe,267.52,15.17,41.11,13.02,44.1,None,0,Operational
2025-07-04 15:00:00,Asphalt,Dry,12.93,24.05,69.86,0.99,Safe,99.35,23.78,46.28,38.8,22.7,None,0,Operational
2025-07-04 16:00:00,Asphalt,Wet,14.4,0.62,43.73,0.13,Safe,240.37,9.92,59.52,29.32,39.7,Recently Completed,0,Operational
2025-07-04 17:00:00,Mud,Dry,13.16,0.58,42.58,0.29,Safe,231.3,13.87,28.59,16.74,53.3,None,0,Severely Damaged
2025-07-04 18:00:00,Mud,Wet,13.79,13.96,29.11,0.11,Safe,475.71,15.67,32.41,13.0,50.0,None,0,Operational
2025-07-04 19:00:00,Asphalt,Dry,11.24,22.98,39.98,1.74,Safe,255.64,12.1,53.79,17.29,16.1,None,0,Severely Damaged
2025-07-04 20:00:00,Asphalt,Dry,2.42,18.3,12.52,1.12,Safe,210.89,8.54,49.1,17.34,16.9,None,0,Severely Damaged
2025-07-04 21:00:00,Asphalt,Wet,6.28,20.15,37.79,0.4,Safe,366.05,5.85,34.86,45.78,24.3,None,1,Operational
2025-07-04 22:00:00,Asphalt,Wet,6.82,20.84,81.5,0.6,Safe,374.5,13.62,55.69,32.97,23.4,Ongoing,0,Operational
2025-07-04 23:00:00,Soil,Wet,14.0,9.86,31.87,0.37,Safe,85.43,8.6,34.59,49.01,9.4,Ongoing,0,Severely Damaged
2025-07-05 00:00:00,Asphalt,Dry,4.9,14.31,25.47,0.94,Closed,88.95,10.6,58.59,39.96,11.1,None,0,Operational
2025-07-05 01:00:00,Asphalt,Wet,5.07,14.49,58.0,0.86,Safe,212.64,2.27,50.33,26.37,18.1,None,0,Operational
2025-07-05 02:00:00,Gravel,Slippery,8.55,24.81,15.51,0.56,Safe,481.7,21.64,51.84,26.47,38.4,Ongoing,1,Severely Damaged
2025-07-05 03:00:00,Asphalt,Dry,5.66,10.13,50.97,0.01,Safe,133.22,17.41,31.08,43.75,20.9,None,0,Severely Damaged
2025-07-05 04:00:00,Mud,Wet,8.85,5.81,94.69,0.68,Safe,306.72,29.05,34.28,37.65,14.9,None,0,Operational
2025-07-05 05:00:00,Asphalt,Slippery,3.94,2.44,99.44,1.7,Under Repair,433.05,21.33,27.27,9.35,54.2,None,0,Operational
2025-07-05 06:00:00,Mud,Wet,4.29,18.75,33.71,0.02,Under Repair,189.3,13.97,59.78,41.2,22.5,None,0,Operational
2025-07-05 07:00:00,Gravel,Dry,5.2,19.21,79.16,1.89,Safe,292.26,11.97,47.73,41.93,43.8,None,0,Operational
2025-07-05 08:00:00,Asphalt,Wet,1.75,3.35,67.68,0.35,Under Repair,493.92,4.06,53.61,24.85,11.0,None,0,Severely Damaged
2025-07-05 09:00:00,Asphalt,Dry,7.33,1.27,68.61,0.28,Safe,406.79,23.05,51.07,15.45,50.6,Recently Completed,0,Closed
2025-07-05 10:00:00,Soil,Dry,11.53,13.33,75.75,0.1,Safe,170.76,19.03,45.67,35.91,11.1,None,0,Operational
2025-07-05 11:00:00,Asphalt,Dry,3.69,6.83,53.19,1.42,Under Repair,354.42,4.83,59.73,31.59,51.3,Ongoing,0,Operational
2025-07-05 12:00:00,Gravel,Slippery,1.61,8.1,10.95,1.42,Under Repair,271.31,12.89,26.31,43.8,45.0,Recently Completed,0,Operational
2025-07-05 13:00:00,Soil,Dry,6.58,23.38,38.93,1.4,Under Repair,22.79,17.98,33.49,38.01,11.1,None,0,Operational
2025-07-05 14:00:00,Gravel,Slippery,0.59,3.95,42.63,1.34,Under Repair,374.01,22.33,37.04,23.25,6.7,Recently Completed,0,Operational
2025-07-05 15:00:00,Asphalt,Dry,0.4,12.23,91.32,0.26,Safe,464.09,29.11,42.36,25.2,10.2,None,0,Severely Damaged
2025-07-05 16:00:00,Mud,Wet,11.25,17.67,61.48,1.04,Safe,131.41,6.46,31.82,4.42,53.4,None,0,Operational
2025-07-05 17:00:00,Asphalt,Wet,13.79,6.35,41.97,0.01,Safe,361.36,9.01,32.64,9.66,59.1,None,0,Operational
2025-07-05 18:00:00,Gravel,Dry,5.3,10.82,81.85,0.73,Under Repair,328.33,4.13,29.42,43.5,55.9,None,0,Severely Damaged
2025-07-05 19:00:00,Gravel,Dry,2.75,23.56,62.95,0.33,Safe,274.75,20.43,44.52,29.9,14.8,None,0,Operational
2025-07-05 20:00:00,Gravel,Dry,8.54,10.4,17.7,1.49,Under Repair,388.17,20.73,33.59,7.6,23.1,Ongoing,0,Operational
2025-07-05 21:00:00,Mud,Dry,1.66,23.79,9.44,0.58,Safe,333.35,17.69,39.73,30.3,41.0,None,1,Operational
2025-07-05 22:00:00,Asphalt,Dry,13.22,1.81,27.01,0.31,Safe,46.02,2.51,29.5,42.22,5.1,Recently Completed,0,Operational
