Timestamp,Machine_ID,Machine_Type,Engine_Temperature_C,Oil_Pressure_Bar,Fuel_Level_Percent,Engine_RPM,Vibration_Level_g,Hydraulic_Pressure_Bar,Working_Hours,Maintenance_Status,Fault_Code,Operational_Mode,Ambient_Temperature_C,Operator_ID,Gear_Position,Fuel_Consumption_L_h,Torque_Nm,Engine_Load_Percent,Machine_Failure
2025-03-18 16:00:00,MCH_649,Excavator,83.63,4.55,79.2,1782,1.0,166.15,11628.8,Normal,3,Travel,28.5,OP_8,5,21.8,317.68,42.1,0
2025-03-18 17:00:00,MCH_713,Bulldozer,109.23,1.73,11.5,2603,4.68,108.24,10608.0,Normal,2,Load,38.8,OP_37,1,37.14,951.21,84.1,0
2025-03-18 18:00:00,MCH_214,Drill,76.56,4.08,66.0,1750,2.73,153.66,7136.9,Normal,1,Load,30.5,OP_45,3,44.96,1042.99,52.5,0
2025-03-18 19:00:00,MCH_841,Dump Truck,87.94,4.22,81.6,2651,4.56,157.27,1576.0,Normal,8,Load,28.3,OP_19,N,52.76,259.37,35.0,0
2025-03-18 20:00:00,MCH_941,Dump Truck,115.63,1.61,43.3,1954,2.71,285.38,5945.5,Overdue,9,Load,25.4,OP_7,1,11.99,355.26,90.8,0
2025-03-18 21:00:00,MCH_290,Dump Truck,88.96,1.84,74.7,1520,0.94,88.3,4508.3,Normal,1,Load,26.1,OP_25,N,42.8,369.33,45.0,0
2025-03-18 22:00:00,MCH_586,Dump Truck,78.27,3.92,18.6,1689,2.8,85.06,8280.6,Normal,1,Load,43.0,OP_41,5,43.56,955.98,14.8,0
2025-03-18 23:00:00,MCH_917,Dump Truck,68.95,1.5,18.2,1151,1.13,212.78,8915.7,Overdue,0,Idle,32.4,OP_34,3,14.68,206.59,98.3,0
2025-03-19 00:00:00,MCH_221,Excavator,74.16,4.97,65.6,800,1.87,171.65,5540.8,Normal,9,Load,35.9,OP_41,1,11.52,915.62,31.8,0
2025-03-19 01:00:00,MCH_817,Dump Truck,96.08,4.15,37.9,2686,3.23,97.96,6781.4,Need Service,6,Dumping,40.5,OP_38,3,22.12,1320.96,16.0,0
2025-03-19 02:00:00,MCH_132,Loader,105.51,1.71,55.9,1998,0.79,200.91,11616.0,Normal,5,Load,44.6,OP_31,1,15.8,164.76,98.3,0
2025-03-19 03:00:00,MCH_164,Bulldozer,85.32,5.3,28.8,2035,4.17,210.92,10019.3,Normal,1,Idle,36.3,OP_37,1,6.4,371.82,97.7,0
2025-03-19 04:00:00,MCH_724,Excavator,82.31,2.01,38.9,904,2.13,106.42,11049.4,Normal,1,Travel,30.5,OP_8,1,16.12,692.71,80.2,0
2025-03-19 05:00:00,MCH_928,Excavator,64.9,3.12,83.3,1736,4.77,229.11,10739.9,Overdue,2,Load,41.4,OP_3,2,21.13,1018.06,60.3,0
2025-03-19 06:00:00,MCH_904,Excavator,70.02,1.43,8.9,1774,1.34,262.03,2860.8,Normal,5,Load,38.3,OP_7,1,32.32,521.42,58.4,0
2025-03-19 07:00:00,MCH_647,Excavator,85.83,4.65,67.8,2052,0.95,134.46,3832.0,Normal,1,Idle,32.6,OP_10,3,21.67,241.91,36.4,1
2025-03-19 08:00:00,MCH_323,Excavator,107.17,4.29,89.1,882,4.32,264.62,3731.6,Normal,1,Load,29.7,OP_42,4,57.8,1219.16,98.6,0
2025-03-19 09:00:00,MCH_442,Dump Truck,81.12,2.66,20.8,1193,4.02,140.63,7805.2,Normal,9,Travel,30.2,OP_26,2,6.31,348.67,76.1,0
2025-03-19 10:00:00,MCH_242,Dump Truck,80.04,2.76,45.8,2970,0.39,127.29,4729.0,Overdue,9,Load,34.8,OP_14,3,30.47,908.06,18.0,1
2025-03-19 11:00:00,MCH_457,Bulldozer,81.17,2.51,74.5,2333,2.26,252.23,7850.4,Normal,7,Load,25.4,OP_28,4,30.96,490.21,66.2,0
2025-03-19 12:00:00,MCH_710,Dump Truck,79.29,4.49,15.3,1200,4.45,247.48,11354.0,Overdue,4,Load,31.5,OP_33,2,7.57,1163.2,46.0,0
2025-03-19 13:00:00,MCH_236,Dump Truck,72.19,4.12,5.2,2801,1.26,226.07,2318.4,Normal,3,Load,27.2,OP_28,N,16.67,793.63,92.9,0
2025-03-19 14:00:00,MCH_473,Bulldozer,117.49,4.77,65.8,969,3.24,88.2,5329.4,Overdue,6,Idle,42.1,OP_24,4,51.89,960.71,42.4,0
2025-03-19 15:00:00,MCH_271,Dump Truck,97.74,3.99,36.4,2979,1.17,94.72,8113.5,Normal,2,Load,43.7,OP_36,1,23.85,657.55,30.2,0
2025-03-19 16:00:00,MCH_909,Loader,103.01,5.06,61.4,1541,0.7,182.29,1532.9,Normal,0,Load,35.5,OP_45,N,41.58,503.29,71.1,0
2025-03-19 17:00:00,MCH_296,Bulldozer,93.88,2.09,93.0,806,4.81,187.58,2750.9,Normal,1,Idle,35.5,OP_9,1,40.38,839.26,76.4,0
2025-03-19 18:00:00,MCH_522,Dump Truck,119.41,1.93,77.0,2177,1.64,237.85,5212.2,Overdue,4,Idle,38.1,OP_21,1,24.65,839.45,37.4,0
2025-03-19 19:00:00,MCH_745,Excavator,95.22,2.85,70.6,1596,4.77,195.28,1721.2,Normal,4,Idle,41.6,OP_24,3,5.35,892.02,94.8,0
2025-03-19 20:00:00,MCH_877,Dump Truck,75.28,2.62,18.6,2261,0.9,281.46,10829.0,Need Service,4,Idle,39.5,OP_27,2,48.94,972.38,12.0,0
2025-03-19 21:00:00,MCH_337,Excavator,61.64,3.16,32.5,815,3.07,278.75,4733.9,Normal,8,Idle,26.9,OP_29,3,28.61,120.49,77.3,0
2025-03-19 22:00:00,MCH_943,Dump Truck,89.71,1.05,99.4,1456,2.67,237.81,5735.3,Need Service,2,Travel,40.6,OP_33,4,17.9,858.84,42.1,0
2025-03-19 23:00:00,MCH_330,Dump Truck,116.07,5.16,43.7,1938,4.86,267.16,3693.5,Normal,2,Idle,29.6,OP_37,5,49.98,196.73,79.4,0
2025-03-20 00:00:00,MCH_886,Bulldozer,70.0,1.4,63.5,2359,3.25,176.37,1325.9,Normal,0,Idle,37.3,OP_49,2,22.93,755.87,22.7,0
2025-03-20 01:00:00,MCH_422,Excavator,113.37,2.57,46.9,2227,0.62,153.95,10319.5,Normal,7,Load,31.3,OP_10,4,48.47,1212.1,77.0,0
2025-03-20 02:00:00,MCH_859,Bulldozer,90.8,5.33,98.1,2002,2.19,264.02,1034.3,Need Service,6,Travel,44.6,OP_22,2,55.87,143.5,76.7,0
2025-03-20 03:00:00,MCH_645,Dump Truck,116.28,1.88,57.1,1514,1.75,273.6,5578.1,Normal,6,Idle,28.0,OP_9,N,39.7,1494.1,23.2,0
2025-03-20 04:00:00,MCH_972,Drill,86.06,3.66,29.2,1352,2.8,128.86,6796.9,Overdue,0,Load,37.5,OP_8,3,52.83,293.61,13.5,0
2025-03-20 05:00:00,MCH_822,Loader,79.14,4.55,79.7,1386,2.01,83.71,6278.8,Overdue,2,Load,25.6,OP_43,3,54.09,377.99,87.3,0
2025-03-20 06:00:00,MCH_456,Dump Truck,75.66,2.58,70.3,1330,0.47,96.23,3406.2,Normal,4,Travel,26.3,OP_29,1,6.5,1063.41,47.4,0
2025-03-20 07:00:00,MCH_995,Drill,110.46,2.81,54.2,1620,3.5,217.88,10361.4,Normal,3,Load,25.1,OP_20,N,10.36,880.53,70.1,0
2025-03-20 08:00:00,MCH_806,Bulldozer,71.91,2.15,76.3,1857,2.08,131.46,849.9,Normal,8,Load,26.2,OP_20,1,8.18,1101.4,14.7,0
2025-03-20 09:00:00,MCH_133,Bulldozer,117.03,2.03,14.4,2944,2.86,165.93,32.1,Normal,2,Travel,38.1,OP_27,1,49.1,467.22,16.5,0
2025-03-20 10:00:00,MCH_896,Dump Truck,112.42,1.18,57.7,2949,1.08,144.36,3763.0,Need Service,7,Travel,28.2,OP_26,1,54.68,158.27,59.5,0
2025-03-20 11:00:00,MCH_973,Excavator,87.76,2.41,20.1,1942,1.62,237.78,17.4,Need Service,6,Load,26.8,OP_46,N,24.28,1443.94,30.3,1
2025-03-20 12:00:00,MCH_548,Loader,106.03,2.62,23.0,2832,4.74,161.83,2615.3,Overdue,8,Load,27.4,OP_7,N,50.21,301.95,56.3,0
2025-03-20 13:00:00,MCH_443,Bulldozer,85.67,2.08,18.6,1412,4.34,247.22,1305.3,Need Service,3,Load,26.4,OP_28,N,6.42,424.28,37.5,0
2025-03-20 14:00:00,MCH_563,Bulldozer,65.43,2.61,68.0,1554,0.35,175.0,10194.9,Overdue,3,Load,29.9,OP_36,1,36.2,1397.19,36.8,0
2025-03-20 15:00:00,MCH_305,Dump Truck,85.24,5.56,69.7,1977,1.52,138.04,5927.8,Need Service,1,Travel,43.5,OP_40,2,12.37,594.82,26.9,0
2025-03-20 16:00:00,MCH_852,Loader,117.69,1.98,26.7,2340,4.29,141.35,6393.5,Normal,4,Idle,42.4,OP_40,1,21.67,802.79,67.4,0
2025-03-20 17:00:00,MCH_765,Excavator,85.16,1.4,68.9,1544,4.44,194.92,39.5,Normal,4,Idle,33.0,OP_20,1,25.03,813.5,28.9,0
2025-03-20 18:00:00,MCH_216,Dump Truck,83.75,5.13,62.9,2662,4.42,234.36,2251.9,Normal,0,Idle,34.4,OP_36,N,57.67,1494.98,47.7,0
2025-03-20 19:00:00,MCH_539,Excavator,88.28,4.29,61.0,2941,1.21,115.82,888.8,Normal,0,Dumping,43.0,OP_11,4,5.18,444.85,42.4,0
2025-03-20 20:00:00,MCH_840,Drill,109.38,4.92,90.3,2012,1.19,155.24,10645.4,Normal,7,Dumping,33.7,OP_41,2,39.45,1381.37,39.9,0
2025-03-20 21:00:00,MCH_594,Dump Truck,98.68,4.5,67.5,2898,0.15,202.63,599.2,Normal,8,Travel,32.7,OP_28,N,35.86,1259.73,45.9,0
2025-03-20 22:00:00,MCH_840,Loader,119.93,5.23,74.4,2860,4.68,122.45,9264.9,Normal,2,Load,35.0,OP_39,N,33.6,1137.41,22.7,0
2025-03-20 23:00:00,MCH_779,Dump Truck,96.47,4.84,5.9,869,2.0,276.02,2690.0,Overdue,8,Dumping,35.8,OP_44,5,55.07,436.54,81.9,0
2025-03-21 00:00:00,MCH_129,Bulldozer,98.64,4.18,96.3,2643,4.63,106.69,8692.5,Normal,2,Load,27.2,OP_25,3,49.63,677.9,50.9,0
2025-03-21 01:00:00,MCH_909,Dump Truck,100.72,5.81,93.0,1773,3.01,152.67,9271.4,Normal,3,Idle,29.7,OP_8,N,52.3,610.03,91.8,0
2025-03-21 02:00:00,MCH_397,Bulldozer,97.72,3.45,64.0,1934,3.06,138.93,1687.6,Overdue,8,Travel,43.6,OP_3,1,7.61,1306.02,35.7,0
2025-03-21 03:00:00,MCH_738,Bulldozer,114.75,1.66,77.4,2506,3.76,179.48,11825.3,Normal,2,Travel,43.5,OP_23,4,6.69,431.53,67.3,0
2025-03-21 04:00:00,MCH_734,Excavator,61.42,5.05,68.1,924,2.63,206.55,4502.0,Normal,4,Travel,44.9,OP_49,2,25.0,1070.27,14.4,1
2025-03-21 05:00:00,MCH_264,Drill,65.79,3.08,6.3,2098,3.4,218.26,7888.5,Need Service,5,Load,44.6,OP_11,1,35.66,1216.7,69.1,0
2025-03-21 06:00:00,MCH_546,Bulldozer,83.36,5.7,90.8,2858,4.66,285.08,8804.3,Normal,0,Travel,27.8,OP_37,1,31.99,190.13,41.0,0
2025-03-21 07:00:00,MCH_261,Dump Truck,105.96,3.97,20.8,2961,2.62,143.59,9704.7,Need Service,2,Load,31.5,OP_11,3,40.79,806.41,70.2,0
2025-03-21 08:00:00,MCH_121,Drill,97.32,2.36,33.3,829,2.36,242.18,4204.2,Normal,6,Dumping,26.7,OP_42,1,6.08,456.74,40.0,0
2025-03-21 09:00:00,MCH_168,Dump Truck,73.69,5.6,68.1,1025,4.46,276.54,3380.9,Normal,7,Idle,26.9,OP_19,3,25.42,1039.26,23.0,0
2025-03-21 10:00:00,MCH_764,Dump Truck,94.32,2.67,57.4,1720,2.74,102.38,4842.2,Need Service,1,Idle,39.6,OP_39,3,25.98,225.82,31.9,0
2025-03-21 11:00:00,MCH_976,Excavator,107.03,1.25,40.0,1761,1.05,206.86,1109.3,Normal,9,Travel,25.7,OP_24,1,28.52,1451.52,98.7,0
2025-03-21 12:00:00,MCH_555,Bulldozer,103.4,5.2,57.8,1778,2.34,138.24,10195.2,Overdue,3,Dumping,42.3,OP_44,1,47.98,1482.07,40.0,0
2025-03-21 13:00:00,MCH_430,Bulldozer,102.79,3.2,13.8,2449,2.08,170.96,4692.0,Normal,3,Travel,43.6,OP_28,2,34.32,188.24,47.6,0
2025-03-21 14:00:00,MCH_693,Loader,79.98,1.75,59.9,1482,2.84,169.0,452.9,Normal,7,Travel,32.8,OP_4,1,53.05,308.29,23.0,0
2025-03-21 15:00:00,MCH_905,Excavator,90.17,2.3,72.1,1877,3.6,203.8,2814.0,Overdue,3,Load,38.7,OP_20,1,18.08,119.82,32.7,0
2025-03-21 16:00:00,MCH_773,Dump Truck,114.29,5.7,85.5,952,3.35,171.1,11925.4,Need Service,2,Dumping,34.7,OP_48,N,30.8,223.48,92.9,0
2025-03-21 17:00:00,MCH_635,Loader,96.21,3.76,57.0,2287,0.49,239.69,3952.1,Normal,2,Load,32.2,OP_44,1,6.68,414.4,15.0,0
2025-03-21 18:00:00,MCH_576,Drill,72.06,4.74,42.4,1587,3.47,199.29,5538.2,Normal,9,Travel,41.5,OP_25,1,14.7,1138.35,91.8,0
2025-03-21 19:00:00,MCH_118,Excavator,85.54,1.89,32.3,1646,1.62,145.82,3121.9,Normal,5,Load,41.1,OP_20,2,53.7,831.11,78.1,0
2025-03-21 20:00:00,MCH_831,Bulldozer,112.03,3.55,85.7,2199,3.16,250.28,11460.2,Normal,3,Idle,35.3,OP_8,1,46.94,148.54,40.3,0
2025-03-21 21:00:00,MCH_353,Dump Truck,92.8,1.94,85.6,1607,4.76,149.28,2549.3,Normal,7,Travel,44.6,OP_39,N,34.35,1183.91,58.8,0
2025-03-21 22:00:00,MCH_381,Bulldozer,64.06,2.1,64.7,1541,1.68,125.28,8856.8,Normal,4,Idle,26.4,OP_6,2,29.84,182.24,55.4,0
2025-03-21 23:00:00,MCH_283,Bulldozer,114.86,4.1,79.2,1685,0.19,172.93,7370.5,Normal,4,Load,39.9,OP_36,2,26.19,802.5,34.5,0
2025-03-22 00:00:00,MCH_316,Dump Truck,62.79,1.86,73.0,2986,1.76,271.96,9279.6,Overdue,8,Load,26.0,OP_3,1,47.15,994.47,52.8,1
2025-03-22 01:00:00,MCH_701,Bulldozer,77.43,5.29,68.3,2755,4.26,243.2,11845.4,Overdue,8,Idle,39.5,OP_3,N,9.42,1136.43,42.9,0
2025-03-22 02:00:00,MCH_969,Dump Truck,84.55,5.08,85.0,2564,1.11,157.59,10235.4,Need Service,3,Load,27.5,OP_24,3,53.86,1423.86,20.0,1
2025-03-22 03:00:00,MCH_981,Dump Truck,80.17,4.1,37.0,2394,0.12,251.14,11705.5,Normal,4,Idle,36.0,OP_40,N,41.74,734.21,29.1,0
2025-03-22 04:00:00,MCH_252,Bulldozer,107.27,2.14,37.7,1539,3.95,117.99,2271.1,Need Service,4,Load,40.2,OP_2,1,59.65,634.85,88.8,0
2025-03-22 05:00:00,MCH_972,Loader,97.69,2.12,34.3,940,2.82,266.35,1077.8,Normal,6,Idle,25.1,OP_13,N,36.96,1434.98,39.5,0
2025-03-22 06:00:00,MCH_144,Bulldozer,93.46,2.82,44.9,2336,3.52,136.5,260.5,Normal,5,Idle,37.5,OP_32,3,34.7,609.61,59.2,0
2025-03-22 07:00:00,MCH_395,Excavator,95.13,1.66,25.7,2931,4.06,235.93,4594.9,Normal,5,Idle,27.3,OP_44,1,26.1,501.86,27.9,0
2025-03-22 08:00:00,MCH_176,Bulldozer,77.88,4.59,73.4,906,1.71,142.47,10816.2,Normal,3,Load,30.1,OP_8,4,30.17,937.99,66.5,0
2025-03-22 09:00:00,MCH_297,Bulldozer,117.0,2.85,39.6,2995,3.15,299.56,5871.1,Normal,2,Idle,37.0,OP_2,1,53.09,820.57,38.1,0
2025-03-22 10:00:00,MCH_147,Excavator,82.61,2.17,48.4,2153,4.83,240.71,10514.3,Normal,1,Load,37.3,OP_43,N,49.2,532.45,62.1,0
2025-03-22 11:00:00,MCH_512,Loader,98.78,1.83,36.2,2275,3.0,288.64,3093.0,Normal,8,Idle,31.8,OP_33,5,22.39,1394.86,93.4,0
2025-03-22 12:00:00,MCH_620,Excavator,108.86,2.39,44.9,1679,0.15,174.08,6583.2,Normal,1,Idle,28.7,OP_29,1,48.49,118.27,60.8,0
2025-03-22 13:00:00,MCH_674,Bulldozer,102.06,1.4,48.9,974,2.78,226.85,3067.8,Overdue,0,Load,34.0,OP_14,1,5.36,458.8,32.1,0
2025-03-22 14:00:00,MCH_637,Excavator,85.89,1.39,98.3,2090,3.28,221.29,5423.3,Normal,0,Load,38.1,OP_22,N,8.22,1277.24,14.2,0
2025-03-22 15:00:00,MCH_180,Dump Truck,112.26,1.55,17.3,1876,2.71,99.86,11807.8,Normal,3,Idle,32.6,OP_7,1,46.82,957.58,90.3,1
2025-03-22 16:00:00,MCH_732,Drill,63.4,4.62,54.0,1062,3.45,203.47,9264.7,Need Service,0,Load,42.4,OP_23,3,48.53,503.43,82.0,0
2025-03-22 17:00:00,MCH_885,Dump Truck,75.91,2.95,57.0,1870,4.72,94.25,9086.8,Need Service,7,Travel,31.5,OP_30,3,50.43,1007.65,12.2,1
2025-03-22 18:00:00,MCH_575,Dump Truck,69.65,1.49,62.6,807,0.89,211.89,10380.0,Normal,5,Load,32.7,OP_19,1,36.93,639.06,81.8,0
2025-03-22 19:00:00,MCH_352,Dump Truck,69.01,5.96,71.0,2249,4.91,106.63,6225.4,Normal,6,Load,27.5,OP_34,2,37.7,1212.72,77.5,0
2025-03-22 20:00:00,MCH_399,Excavator,106.48,4.99,85.1,2860,1.6,195.26,6398.9,Overdue,4,Idle,40.9,OP_10,1,30.93,1293.54,42.4,0
2025-03-22 21:00:00,MCH_692,Bulldozer,78.26,3.87,15.0,1411,1.78,271.76,5558.4,Normal,0,Dumping,44.3,OP_19,4,57.44,1178.23,46.1,0
2025-03-22 22:00:00,MCH_207,Dump Truck,64.64,2.21,8.1,2646,0.2,187.04,5042.1,Normal,5,Idle,39.0,OP_5,4,26.17,749.47,89.3,0
2025-03-22 23:00:00,MCH_236,Dump Truck,89.56,2.83,7.0,2659,2.8,288.11,10907.8,Normal,8,Load,32.2,OP_14,3,47.71,913.68,39.4,0
2025-03-23 00:00:00,MCH_731,Bulldozer,62.77,4.02,17.5,1100,4.02,85.32,6299.4,Normal,6,Load,29.8,OP_46,N,23.91,799.06,32.0,0
2025-03-23 01:00:00,MCH_492,Loader,99.01,3.31,59.9,1893,1.82,155.51,5227.2,Normal,4,Idle,26.4,OP_18,4,8.06,191.22,79.2,0
2025-03-23 02:00:00,MCH_237,Loader,64.76,2.46,96.4,2867,0.35,94.24,6215.7,Normal,2,Travel,31.5,OP_34,4,48.37,1176.62,97.7,0
2025-03-23 03:00:00,MCH_574,Loader,112.95,4.05,77.7,1934,1.67,171.1,8170.6,Need Service,5,Idle,35.8,OP_5,5,53.63,962.67,65.7,0
2025-03-23 04:00:00,MCH_937,Dump Truck,69.49,3.0,59.1,2674,1.24,242.03,1278.4,Need Service,5,Dumping,29.1,OP_48,3,52.0,1205.72,17.9,0
2025-03-23 05:00:00,MCH_634,Dump Truck,100.67,1.79,24.5,2211,1.31,162.66,6379.2,Normal,4,Dumping,25.2,OP_14,2,28.05,201.47,15.4,0
2025-03-23 06:00:00,MCH_767,Loader,86.27,3.83,90.8,1673,4.38,276.76,11977.7,Normal,2,Load,37.3,OP_40,3,57.01,1014.26,32.8,0
2025-03-23 07:00:00,MCH_711,Dump Truck,65.66,3.85,97.4,827,4.0,203.0,8262.6,Need Service,2,Load,27.9,OP_46,1,11.89,649.47,47.3,0
2025-03-23 08:00:00,MCH_397,Excavator,108.04,1.7,64.4,2177,0.26,97.12,2636.8,Need Service,4,Idle,29.2,OP_6,N,18.36,127.36,52.8,0
2025-03-23 09:00:00,MCH_241,Dump Truck,112.01,4.14,99.1,2217,3.18,173.84,10709.9,Normal,7,Idle,37.1,OP_5,N,8.76,1146.61,96.6,0
2025-03-23 10:00:00,MCH_516,Drill,108.5,3.58,74.2,892,3.31,259.99,2561.2,Normal,6,Dumping,40.6,OP_24,1,45.34,554.84,74.0,0
2025-03-23 11:00:00,MCH_204,Drill,83.76,1.88,74.6,2627,4.58,168.92,8085.3,Normal,0,Load,44.9,OP_27,1,9.56,586.18,14.9,0
2025-03-23 12:00:00,MCH_515,Excavator,74.37,5.96,75.4,2179,0.83,242.32,7496.8,Normal,9,Dumping,42.4,OP_45,1,11.24,1341.46,51.3,0
2025-03-23 13:00:00,MCH_974,Bulldozer,62.14,3.37,6.1,1490,3.41,212.94,11825.1,Normal,3,Idle,36.0,OP_7,3,43.47,704.65,78.6,0
2025-03-23 14:00:00,MCH_385,Dump Truck,103.1,3.03,49.6,2269,2.41,261.82,5318.6,Normal,0,Travel,38.0,OP_16,2,45.75,1423.14,17.3,0
2025-03-23 15:00:00,MCH_138,Bulldozer,117.29,1.4,9.2,2335,4.27,127.89,10450.0,Normal,6,Dumping,28.9,OP_23,N,49.74,237.43,94.0,0
2025-03-23 16:00:00,MCH_213,Excavator,91.28,2.8,48.9,1343,4.27,250.4,2242.0,Normal,1,Idle,44.0,OP_47,N,21.68,977.13,40.1,0
2025-03-23 17:00:00,MCH_261,Bulldozer,72.05,3.86,35.8,1908,2.79,174.45,11071.5,Normal,6,Idle,30.1,OP_39,1,9.86,1389.69,72.4,0
2025-03-23 18:00:00,MCH_249,Dump Truck,68.27,4.53,22.3,2681,4.72,154.4,11504.7,Normal,2,Dumping,40.3,OP_19,2,25.73,1462.68,60.7,1
2025-03-23 19:00:00,MCH_430,Dump Truck,107.48,1.34,87.1,1633,1.27,281.07,8409.4,Normal,9,Idle,28.1,OP_5,4,13.08,1202.27,64.2,0
2025-03-23 20:00:00,MCH_155,Excavator,93.73,4.55,79.8,1663,1.54,281.28,1968.8,Normal,4,Load,33.0,OP_3,1,48.7,1144.73,81.8,1
2025-03-23 21:00:00,MCH_297,Dump Truck,79.91,5.29,41.8,1466,0.1,102.43,5511.6,Normal,5,Load,44.8,OP_2,1,10.1,715.94,34.0,0
2025-03-23 22:00:00,MCH_156,Dump Truck,85.2,2.15,23.3,2173,2.61,147.06,1900.3,Need Service,3,Travel,27.6,OP_28,5,14.77,1381.49,84.5,0
2025-03-23 23:00:00,MCH_573,Bulldozer,114.82,5.78,81.5,2135,2.95,160.89,11156.2,Normal,1,Travel,35.9,OP_44,N,40.71,1449.0,29.3,0
2025-03-24 00:00:00,MCH_424,Drill,91.73,1.38,39.4,1914,4.84,190.43,2453.3,Normal,5,Travel,39.6,OP_15,2,59.87,1369.8,56.0,0
2025-03-24 01:00:00,MCH_251,Dump Truck,69.75,1.02,90.9,1656,0.79,206.48,1388.5,Normal,1,Idle,42.2,OP_14,1,53.91,198.29,78.8,0
2025-03-24 02:00:00,MCH_416,Dump Truck,67.34,4.02,11.3,2444,0.93,239.49,6558.5,Normal,3,Dumping,31.2,OP_41,N,7.22,638.05,31.4,0
2025-03-24 03:00:00,MCH_461,Dump Truck,74.63,2.48,9.8,869,1.26,299.81,9819.7,Normal,1,Idle,38.7,OP_10,2,18.8,1266.4,19.8,0
2025-03-24 04:00:00,MCH_778,Drill,102.77,1.36,65.6,2612,0.98,153.33,348.4,Need Service,6,Load,44.8,OP_9,5,24.38,1391.83,55.1,0
2025-03-24 05:00:00,MCH_655,Loader,94.7,2.93,93.7,2365,4.14,264.46,7008.8,Overdue,7,Idle,38.6,OP_1,2,37.25,430.6,25.8,0
2025-03-24 06:00:00,MCH_216,Excavator,84.28,4.58,33.2,2842,3.7,189.62,3315.7,Need Service,4,Idle,31.7,OP_39,4,20.91,1224.4,34.7,0
2025-03-24 07:00:00,MCH_750,Excavator,68.5,1.06,87.3,1077,3.91,186.43,11937.9,Normal,3,Idle,40.4,OP_21,N,48.4,1161.15,33.6,0
2025-03-24 08:00:00,MCH_201,Dump Truck,92.76,4.83,59.3,1186,1.35,251.3,2391.1,Need Service,7,Load,32.3,OP_18,N,16.26,1381.04,66.3,1
2025-03-24 09:00:00,MCH_734,Drill,75.99,5.07,66.4,2573,1.82,247.67,2815.4,Overdue,8,Travel,37.5,OP_47,4,20.95,251.01,86.9,0
2025-03-24 10:00:00,MCH_851,Bulldozer,70.45,2.78,30.5,1144,0.79,167.68,4103.1,Overdue,0,Load,32.8,OP_23,3,30.1,166.98,55.5,0
2025-03-24 11:00:00,MCH_353,Bulldozer,95.71,3.01,51.4,2909,3.55,133.77,4521.7,Normal,4,Dumping,42.1,OP_28,5,44.9,809.72,36.0,0
2025-03-24 12:00:00,MCH_416,Dump Truck,101.5,4.36,19.6,1376,2.64,96.22,2629.4,Normal,8,Idle,27.1,OP_19,2,49.88,574.33,65.5,0
2025-03-24 13:00:00,MCH_367,Bulldozer,75.06,3.29,63.5,1757,1.75,88.02,3884.4,Normal,6,Dumping,42.8,OP_7,N,36.06,623.42,78.3,0
2025-03-24 14:00:00,MCH_793,Excavator,77.97,2.61,28.0,2160,4.9,154.18,6701.3,Normal,2,Travel,43.1,OP_12,N,5.81,1249.88,47.7,0
2025-03-24 15:00:00,MCH_616,Dump Truck,94.88,2.46,21.7,2550,1.87,269.14,7713.5,Overdue,9,Idle,27.7,OP_9,1,54.45,1147.34,45.8,0
2025-03-24 16:00:00,MCH_432,Loader,88.14,4.01,64.0,2937,0.77,221.64,8485.3,Normal,6,Idle,25.8,OP_37,2,22.14,991.57,37.7,0
2025-03-24 17:00:00,MCH_656,Excavator,73.31,2.66,5.9,2366,2.84,195.7,8805.3,Overdue,3,Load,37.0,OP_18,3,6.4,639.17,90.4,0
2025-03-24 18:00:00,MCH_351,Excavator,111.66,2.71,84.6,1817,1.05,292.03,10990.2,Normal,6,Travel,38.9,OP_38,1,56.57,1069.36,86.9,0
2025-03-24 19:00:00,MCH_466,Excavator,90.99,1.16,23.0,1928,0.5,138.54,8429.2,Normal,2,Travel,42.4,OP_37,N,7.15,886.44,32.0,0
2025-03-24 20:00:00,MCH_329,Drill,71.01,5.58,88.7,1309,4.51,159.39,11773.0,Need Service,4,Idle,26.4,OP_47,1,43.54,466.77,58.9,0
2025-03-24 21:00:00,MCH_922,Dump Truck,61.2,3.42,84.3,2199,2.7,293.95,10047.5,Normal,1,Idle,35.6,OP_48,N,16.25,1190.22,90.6,0
2025-03-24 22:00:00,MCH_727,Excavator,74.86,3.95,46.8,954,2.23,236.85,6568.1,Need Service,9,Idle,42.2,OP_16,N,18.72,197.81,91.9,0
2025-03-24 23:00:00,MCH_590,Loader,109.67,1.76,23.0,2972,4.51,194.01,5428.1,Normal,6,Load,26.2,OP_35,5,57.94,100.24,88.9,0
2025-03-25 00:00:00,MCH_559,Bulldozer,81.49,1.48,99.3,1596,3.06,242.69,8551.5,Normal,1,Load,44.1,OP_24,2,9.97,1488.15,75.1,0
2025-03-25 01:00:00,MCH_277,Loader,62.14,2.92,32.8,1832,1.55,256.27,3607.4,Normal,6,Travel,31.2,OP_35,N,7.47,425.09,14.1,0
2025-03-25 02:00:00,MCH_569,Bulldozer,82.45,5.98,79.4,1031,3.3,280.31,319.7,Normal,6,Travel,44.5,OP_34,N,15.81,1178.34,18.1,0
2025-03-25 03:00:00,MCH_856,Excavator,98.85,6.0,59.3,1613,3.35,233.64,18.1,Normal,4,Load,25.0,OP_42,1,15.94,454.39,39.9,0
