Record_Timestamp,Logistics_ID,Date,Route_Code,Origin_Location,Destination_Location,Cargo_Type,Cargo_Weight_Tons,Transport_Mode,Vessel_ID,Machine_ID,Distance_km,Travel_Time_hr,Actual_Travel_Time_hr,Fuel_Used_Liters,Fuel_Cost_USD,Delivery_Status,Delay_Cause,CO2_Emission_kg,Driver_ID,Delivery_Risk_Level
2025-08-11 17:00:00,LG_5346,2025-08-11,R4,Mine A,Warehouse Delta,Nickel,4912.5,Train,VS_63,MCH_305,324.3,59.9,16.0,1224.5,1363.67,In Transit,Road,2889.8,DRV_183,Low
2025-08-11 18:00:00,LG_5347,2025-08-11,R2,Processing Plant,Port Alpha,Nickel,2859.5,Truck,VS_98,MCH_820,486.1,54.7,8.8,668.8,761.57,In Transit,Road,2436.7,DRV_255,Medium
2025-08-11 19:00:00,LG_5348,2025-08-11,R3,Processing Plant,Port Beta,General Cargo,4983.2,Truck,VS_39,MCH_755,536.3,40.5,72.4,721.1,4911.6,Delivered,Road,2233.9,DRV_38,Medium
2025-08-11 20:00:00,LG_5349,2025-08-11,R3,Mine B,Smelter Gamma,General Cargo,4319.0,Vessel,VS_88,MCH_187,33.7,17.3,37.5,1211.1,1396.54,In Transit,Road,1426.3,DRV_161,Low
2025-08-11 21:00:00,LG_5350,2025-08-11,R5,Processing Plant,Port Beta,Coal,2115.2,Truck,VS_52,MCH_363,817.5,49.8,42.3,1608.2,3700.18,In Transit,Weather,200.3,DRV_64,Low
2025-08-11 22:00:00,LG_5351,2025-08-11,R4,Warehouse C,Warehouse Delta,Coal,2171.7,Truck,VS_104,MCH_195,227.1,27.1,7.9,904.6,4346.13,In Transit,Traffic,2737.4,DRV_168,Low
2025-08-11 23:00:00,LG_5352,2025-08-11,R5,Warehouse C,Port Alpha,Iron Sand,2381.9,Truck,VS_29,MCH_963,785.8,45.0,69.2,1147.6,2052.4,In Transit,Weather,1846.3,DRV_135,Low
2025-08-12 00:00:00,LG_5353,2025-08-12,R2,Mine B,Port Alpha,Nickel,2884.0,Truck,VS_4,MCH_709,152.5,13.1,88.7,1706.7,2867.02,In Transit,Mechanical,1425.5,DRV_224,Low
2025-08-12 01:00:00,LG_5354,2025-08-12,R4,Mine B,Port Alpha,Nickel,3236.4,Vessel,VS_156,MCH_612,612.3,13.1,39.1,293.5,393.29,In Transit,Weather,2175.4,DRV_267,Low
2025-08-12 02:00:00,LG_5355,2025-08-12,R4,Warehouse C,Port Alpha,General Cargo,4644.6,Truck,VS_10,MCH_113,291.3,41.1,45.4,741.5,3893.61,Delivered,None,629.0,DRV_167,High
2025-08-12 03:00:00,LG_5356,2025-08-12,R2,Warehouse C,Port Beta,Fuel,805.8,Truck,VS_167,MCH_685,809.3,44.9,43.9,895.2,2830.87,In Transit,Road,476.5,DRV_180,Medium
2025-08-12 04:00:00,LG_5357,2025-08-12,R2,Warehouse C,Warehouse Delta,General Cargo,951.4,Vessel,VS_60,MCH_127,124.1,5.6,48.9,1813.3,3525.5,In Transit,Weather,452.2,DRV_263,Low
2025-08-12 05:00:00,LG_5358,2025-08-12,R4,Warehouse C,Port Alpha,Nickel,1351.5,Truck,VS_85,MCH_354,881.4,26.0,40.4,1113.7,473.7,Delivered,Mechanical,2792.9,DRV_89,Low
2025-08-12 06:00:00,LG_5359,2025-08-12,R4,Warehouse C,Port Alpha,Nickel,3037.7,Truck,VS_17,MCH_701,736.4,16.8,15.9,1258.4,3014.23,Cancelled,Mechanical,2539.7,DRV_292,Low
2025-08-12 07:00:00,LG_5360,2025-08-12,R5,Processing Plant,Port Beta,Iron Sand,2824.2,Vessel,VS_169,MCH_101,403.8,33.8,26.7,547.9,3899.4,Delayed,Weather,2730.6,DRV_79,Medium
2025-08-12 08:00:00,LG_5361,2025-08-12,R4,Mine B,Port Beta,General Cargo,4702.0,Train,VS_130,MCH_257,204.0,56.2,44.8,88.0,127.05,Delivered,Traffic,640.0,DRV_38,Low
2025-08-12 09:00:00,LG_5362,2025-08-12,R4,Mine A,Warehouse Delta,General Cargo,1249.2,Vessel,VS_146,MCH_136,613.5,59.2,15.9,867.2,4134.67,In Transit,None,1129.3,DRV_136,High
2025-08-12 10:00:00,LG_5363,2025-08-12,R5,Mine B,Smelter Gamma,General Cargo,3827.8,Vessel,VS_164,MCH_413,815.2,15.8,35.2,1886.7,1679.89,Delivered,Road,2841.1,DRV_164,Medium
2025-08-12 11:00:00,LG_5364,2025-08-12,R1,Warehouse C,Port Beta,Nickel,1002.3,Truck,VS_88,MCH_653,813.3,70.9,7.4,1316.7,885.69,In Transit,None,829.3,DRV_237,Medium
2025-08-12 12:00:00,LG_5365,2025-08-12,R1,Processing Plant,Port Alpha,Nickel,948.4,Vessel,VS_72,MCH_166,760.9,59.6,2.9,1876.7,855.54,In Transit,Mechanical,764.9,DRV_67,High
2025-08-12 13:00:00,LG_5366,2025-08-12,R2,Processing Plant,Port Alpha,Coal,136.9,Truck,VS_120,MCH_267,526.1,8.7,68.7,574.0,1623.6,In Transit,Weather,1136.1,DRV_270,Low
2025-08-12 14:00:00,LG_5367,2025-08-12,R4,Mine B,Smelter Gamma,Coal,1583.5,Truck,VS_9,MCH_476,376.8,36.7,31.3,381.5,2434.36,Delivered,Road,760.3,DRV_61,Medium
2025-08-12 15:00:00,LG_5368,2025-08-12,R2,Mine A,Smelter Gamma,Fuel,4034.1,Truck,VS_170,MCH_785,539.7,16.4,12.8,1410.1,138.63,In Transit,Traffic,600.7,DRV_56,Low
2025-08-12 16:00:00,LG_5369,2025-08-12,R2,Processing Plant,Port Beta,Iron Sand,292.1,Truck,VS_125,MCH_396,404.6,33.5,10.1,1807.6,3235.01,In Transit,Weather,2158.8,DRV_11,Medium
2025-08-12 17:00:00,LG_5370,2025-08-12,R5,Mine B,Port Beta,Coal,3639.5,Vessel,VS_53,MCH_690,335.3,43.9,1.2,1134.4,732.68,In Transit,Weather,2401.8,DRV_297,Medium
2025-08-12 18:00:00,LG_5371,2025-08-12,R4,Processing Plant,Port Alpha,General Cargo,705.0,Truck,VS_43,MCH_179,903.7,46.7,33.0,973.8,4525.27,In Transit,Road,1875.4,DRV_65,Low
2025-08-12 19:00:00,LG_5372,2025-08-12,R5,Warehouse C,Smelter Gamma,Nickel,2320.1,Truck,VS_100,MCH_911,966.5,45.5,65.0,1867.7,3323.34,In Transit,Traffic,2556.2,DRV_17,Low
2025-08-12 20:00:00,LG_5373,2025-08-12,R2,Processing Plant,Warehouse Delta,Fuel,1305.7,Truck,VS_26,MCH_801,491.6,24.1,76.1,988.6,4638.21,Delivered,Traffic,2414.8,DRV_176,Low
2025-08-12 21:00:00,LG_5374,2025-08-12,R2,Warehouse C,Smelter Gamma,General Cargo,3518.1,Vessel,VS_141,MCH_139,962.8,52.4,67.0,1261.4,299.3,Delivered,Traffic,2203.0,DRV_129,Low
2025-08-12 22:00:00,LG_5375,2025-08-12,R2,Mine A,Warehouse Delta,Fuel,3130.0,Vessel,VS_53,MCH_274,686.3,5.4,27.4,741.0,2616.54,Delivered,Traffic,1810.2,DRV_26,Low
2025-08-12 23:00:00,LG_5376,2025-08-12,R2,Processing Plant,Smelter Gamma,Coal,1616.3,Truck,VS_181,MCH_256,166.6,46.0,19.7,757.2,3077.51,In Transit,Weather,521.4,DRV_292,Medium
2025-08-13 00:00:00,LG_5377,2025-08-13,R3,Processing Plant,Port Beta,General Cargo,2434.3,Truck,VS_27,MCH_872,558.8,21.4,45.9,1291.8,2872.71,In Transit,Mechanical,2070.2,DRV_196,Low
2025-08-13 01:00:00,LG_5378,2025-08-13,R2,Processing Plant,Smelter Gamma,Coal,4935.2,Train,VS_60,MCH_439,22.7,28.5,32.2,133.9,2157.91,In Transit,Weather,1000.3,DRV_4,Low
2025-08-13 02:00:00,LG_5379,2025-08-13,R1,Processing Plant,Port Alpha,Nickel,3897.8,Train,VS_90,MCH_701,706.8,17.7,79.3,999.4,4393.23,Delivered,Mechanical,2518.1,DRV_260,Low
2025-08-13 03:00:00,LG_5380,2025-08-13,R4,Mine A,Warehouse Delta,Nickel,122.2,Truck,VS_84,MCH_109,123.2,11.1,44.8,627.9,397.41,Delivered,Weather,1909.4,DRV_33,Medium
2025-08-13 04:00:00,LG_5381,2025-08-13,R2,Processing Plant,Smelter Gamma,Coal,4530.1,Truck,VS_11,MCH_133,136.4,43.0,84.1,364.8,3741.62,In Transit,None,193.8,DRV_47,Low
2025-08-13 05:00:00,LG_5382,2025-08-13,R4,Warehouse C,Warehouse Delta,Iron Sand,1723.8,Vessel,VS_10,MCH_679,647.1,66.0,48.4,810.5,4729.23,In Transit,Road,624.3,DRV_267,Medium
2025-08-13 06:00:00,LG_5383,2025-08-13,R1,Processing Plant,Warehouse Delta,Fuel,4657.4,Train,VS_119,MCH_904,253.5,5.1,33.4,498.7,4680.13,In Transit,Traffic,1721.1,DRV_233,Low
2025-08-13 07:00:00,LG_5384,2025-08-13,R5,Mine B,Warehouse Delta,Fuel,1172.8,Vessel,VS_148,MCH_181,606.5,35.4,15.9,571.2,3475.49,In Transit,Traffic,528.5,DRV_180,Medium
2025-08-13 08:00:00,LG_5385,2025-08-13,R2,Warehouse C,Warehouse Delta,Coal,1654.4,Truck,VS_179,MCH_673,650.5,14.9,84.4,576.8,2959.92,Delayed,Weather,236.5,DRV_42,Low
2025-08-13 09:00:00,LG_5386,2025-08-13,R5,Warehouse C,Port Alpha,Nickel,3157.0,Vessel,VS_152,MCH_217,998.0,38.7,34.1,1050.8,192.91,In Transit,None,96.8,DRV_264,Low
2025-08-13 10:00:00,LG_5387,2025-08-13,R1,Warehouse C,Warehouse Delta,Coal,496.3,Truck,VS_192,MCH_904,870.6,38.0,48.4,1196.5,2169.78,In Transit,Traffic,696.3,DRV_257,Low
2025-08-13 11:00:00,LG_5388,2025-08-13,R2,Warehouse C,Port Alpha,Iron Sand,290.6,Vessel,VS_186,MCH_476,880.6,28.6,21.9,538.2,4989.71,In Transit,Weather,2249.2,DRV_137,Medium
2025-08-13 12:00:00,LG_5389,2025-08-13,R5,Processing Plant,Smelter Gamma,General Cargo,4575.5,Truck,VS_51,MCH_750,412.8,1.7,62.3,590.4,895.92,Delayed,Traffic,947.4,DRV_257,Low
2025-08-13 13:00:00,LG_5390,2025-08-13,R3,Mine A,Smelter Gamma,Nickel,2192.7,Train,VS_126,MCH_514,87.6,35.9,28.7,427.1,2119.52,Cancelled,None,1940.5,DRV_185,Low
2025-08-13 14:00:00,LG_5391,2025-08-13,R3,Warehouse C,Warehouse Delta,General Cargo,192.3,Vessel,VS_146,MCH_666,77.7,44.1,12.0,1637.8,1788.68,Delivered,Road,423.8,DRV_180,Low
2025-08-13 15:00:00,LG_5392,2025-08-13,R2,Mine A,Smelter Gamma,General Cargo,815.6,Truck,VS_98,MCH_818,716.4,72.0,49.2,476.5,930.12,Delayed,Traffic,2046.1,DRV_107,Medium
2025-08-13 16:00:00,LG_5393,2025-08-13,R3,Mine A,Smelter Gamma,Fuel,207.5,Truck,VS_133,MCH_405,968.0,15.1,65.7,1236.7,1466.05,In Transit,Mechanical,854.2,DRV_121,Medium
2025-08-13 17:00:00,LG_5394,2025-08-13,R1,Warehouse C,Port Beta,Nickel,880.9,Vessel,VS_194,MCH_436,369.7,62.8,89.3,820.9,4851.41,Delivered,Road,2471.1,DRV_163,Medium
2025-08-13 18:00:00,LG_5395,2025-08-13,R2,Warehouse C,Smelter Gamma,Coal,3803.6,Train,VS_45,MCH_783,530.6,22.6,64.6,550.6,369.27,Delivered,Mechanical,720.9,DRV_165,Low
2025-08-13 19:00:00,LG_5396,2025-08-13,R1,Mine B,Port Alpha,Coal,3118.1,Truck,VS_9,MCH_778,729.4,61.7,67.3,188.9,1540.87,In Transit,Road,1530.9,DRV_117,Low
2025-08-13 20:00:00,LG_5397,2025-08-13,R5,Warehouse C,Warehouse Delta,Nickel,1569.4,Train,VS_176,MCH_691,533.1,51.0,28.0,272.2,4542.97,Delivered,Traffic,1796.4,DRV_264,Low
2025-08-13 21:00:00,LG_5398,2025-08-13,R2,Processing Plant,Port Alpha,Fuel,4085.3,Truck,VS_109,MCH_888,609.9,15.2,66.8,1906.0,921.83,In Transit,None,911.0,DRV_229,Medium
2025-08-13 22:00:00,LG_5399,2025-08-13,R3,Mine B,Port Alpha,Nickel,4397.1,Vessel,VS_102,MCH_658,412.9,20.7,76.1,1891.4,3760.19,In Transit,Weather,2090.9,DRV_87,Medium
2025-08-13 23:00:00,LG_5400,2025-08-13,R3,Mine A,Smelter Gamma,Nickel,2030.7,Truck,VS_23,MCH_425,390.1,46.3,69.0,492.6,4361.04,In Transit,Road,1740.2,DRV_168,Low
2025-08-14 00:00:00,LG_5401,2025-08-14,R3,Mine A,Port Alpha,Iron Sand,725.4,Train,VS_46,MCH_827,404.2,39.9,10.7,1006.4,713.53,In Transit,Mechanical,1280.3,DRV_61,Medium
2025-08-14 01:00:00,LG_5402,2025-08-14,R1,Mine A,Warehouse Delta,General Cargo,1992.0,Vessel,VS_23,MCH_483,153.3,68.0,25.9,442.6,976.31,In Transit,None,1570.8,DRV_265,Medium
2025-08-14 02:00:00,LG_5403,2025-08-14,R1,Mine A,Smelter Gamma,Coal,1379.9,Truck,VS_37,MCH_538,572.5,50.6,25.1,777.1,4739.62,Delivered,Road,642.7,DRV_264,Low
2025-08-14 03:00:00,LG_5404,2025-08-14,R4,Warehouse C,Port Beta,Fuel,1332.9,Vessel,VS_74,MCH_588,348.1,19.5,50.2,1122.0,706.45,In Transit,Traffic,1480.9,DRV_245,Low
2025-08-14 04:00:00,LG_5405,2025-08-14,R2,Warehouse C,Warehouse Delta,Nickel,2100.9,Truck,VS_183,MCH_651,323.7,56.9,29.7,355.2,4788.11,Delayed,Mechanical,2824.4,DRV_241,Low
2025-08-14 05:00:00,LG_5406,2025-08-14,R1,Processing Plant,Port Alpha,Iron Sand,1479.6,Vessel,VS_42,MCH_216,234.3,54.0,56.0,263.7,2091.77,In Transit,Road,2807.8,DRV_236,Low
2025-08-14 06:00:00,LG_5407,2025-08-14,R3,Warehouse C,Warehouse Delta,Nickel,144.9,Truck,VS_26,MCH_485,327.2,53.6,28.4,1781.1,1544.94,Delayed,Traffic,1262.3,DRV_86,Low
2025-08-14 07:00:00,LG_5408,2025-08-14,R2,Warehouse C,Warehouse Delta,Iron Sand,3715.0,Truck,VS_172,MCH_680,279.6,22.9,65.5,1669.1,2401.63,Delivered,Weather,2785.7,DRV_11,Medium
2025-08-14 08:00:00,LG_5409,2025-08-14,R2,Processing Plant,Port Alpha,Coal,1024.2,Truck,VS_78,MCH_864,759.5,44.4,2.5,914.1,2187.92,Delivered,Traffic,2817.5,DRV_136,Low
2025-08-14 09:00:00,LG_5410,2025-08-14,R3,Mine B,Port Beta,Nickel,2605.3,Truck,VS_43,MCH_640,345.6,66.3,50.5,270.2,1732.04,Delayed,Road,784.7,DRV_83,High
2025-08-14 10:00:00,LG_5411,2025-08-14,R3,Warehouse C,Port Alpha,Fuel,4780.0,Train,VS_87,MCH_232,259.8,11.7,63.9,1284.2,3558.12,Delayed,Traffic,1770.2,DRV_159,Medium
2025-08-14 11:00:00,LG_5412,2025-08-14,R2,Warehouse C,Smelter Gamma,Coal,4865.0,Train,VS_114,MCH_620,453.5,30.6,89.9,1739.9,2762.12,In Transit,Road,2202.0,DRV_238,Medium
2025-08-14 12:00:00,LG_5413,2025-08-14,R3,Warehouse C,Smelter Gamma,Coal,4086.8,Truck,VS_195,MCH_538,493.7,37.5,4.8,674.6,3078.73,In Transit,None,570.0,DRV_164,Low
2025-08-14 13:00:00,LG_5414,2025-08-14,R3,Warehouse C,Port Beta,Coal,902.4,Vessel,VS_110,MCH_749,92.5,26.8,54.4,277.5,386.68,Delivered,Weather,1341.5,DRV_76,Low
2025-08-14 14:00:00,LG_5415,2025-08-14,R2,Mine A,Port Alpha,Fuel,1401.6,Train,VS_188,MCH_783,461.2,31.8,31.5,988.5,1277.13,In Transit,None,1474.1,DRV_124,Medium
2025-08-14 15:00:00,LG_5416,2025-08-14,R1,Mine B,Port Beta,Coal,2199.2,Train,VS_104,MCH_728,787.9,32.3,67.5,375.7,1200.25,Delivered,Weather,2640.2,DRV_165,Low
2025-08-14 16:00:00,LG_5417,2025-08-14,R2,Processing Plant,Warehouse Delta,Fuel,3307.9,Vessel,VS_192,MCH_888,223.7,47.0,15.7,529.1,3975.54,In Transit,Mechanical,51.4,DRV_111,High
2025-08-14 17:00:00,LG_5418,2025-08-14,R4,Warehouse C,Port Alpha,Fuel,4061.8,Train,VS_166,MCH_213,422.4,70.6,25.0,166.2,284.17,Delivered,Traffic,487.3,DRV_289,Low
2025-08-14 18:00:00,LG_5419,2025-08-14,R4,Warehouse C,Port Alpha,Coal,2113.1,Truck,VS_51,MCH_978,894.6,31.2,17.3,1359.7,4873.9,In Transit,None,2478.7,DRV_248,Medium
2025-08-14 19:00:00,LG_5420,2025-08-14,R5,Warehouse C,Port Alpha,Coal,356.3,Truck,VS_79,MCH_870,278.6,11.6,80.1,534.6,878.47,In Transit,Traffic,410.2,DRV_120,Low
2025-08-14 20:00:00,LG_5421,2025-08-14,R4,Mine B,Port Alpha,Nickel,4269.2,Truck,VS_20,MCH_793,361.4,56.5,80.4,797.9,1671.88,Delivered,Weather,2141.7,DRV_291,Low
2025-08-14 21:00:00,LG_5422,2025-08-14,R2,Warehouse C,Port Alpha,Fuel,3300.3,Truck,VS_9,MCH_730,377.3,59.5,32.5,1413.5,1611.14,In Transit,None,1968.3,DRV_280,Medium
2025-08-14 22:00:00,LG_5423,2025-08-14,R4,Warehouse C,Warehouse Delta,Iron Sand,4278.8,Vessel,VS_121,MCH_322,608.1,41.5,73.9,308.5,3346.65,Delivered,Traffic,2495.9,DRV_137,Low
2025-08-14 23:00:00,LG_5424,2025-08-14,R5,Processing Plant,Port Alpha,General Cargo,1925.5,Truck,VS_11,MCH_289,210.4,13.5,5.5,884.4,2587.84,Cancelled,Traffic,2523.4,DRV_166,Low
2025-08-15 00:00:00,LG_5425,2025-08-15,R3,Mine B,Port Alpha,General Cargo,3074.4,Truck,VS_52,MCH_304,308.6,50.6,16.3,1683.4,3338.47,Delayed,Road,2203.3,DRV_130,Low
2025-08-15 01:00:00,LG_5426,2025-08-15,R5,Processing Plant,Smelter Gamma,Coal,3743.6,Train,VS_193,MCH_436,334.4,32.9,45.0,1711.4,1585.15,In Transit,Traffic,563.0,DRV_275,Low
2025-08-15 02:00:00,LG_5427,2025-08-15,R1,Warehouse C,Port Beta,Nickel,221.2,Truck,VS_163,MCH_167,789.8,13.8,27.5,1474.2,1826.82,In Transit,Road,1400.1,DRV_199,High
2025-08-15 03:00:00,LG_5428,2025-08-15,R5,Mine B,Port Alpha,General Cargo,2088.5,Train,VS_11,MCH_544,454.6,45.2,86.6,525.9,4099.83,In Transit,Road,1322.2,DRV_281,Medium
2025-08-15 04:00:00,LG_5429,2025-08-15,R5,Warehouse C,Port Alpha,Fuel,3309.3,Truck,VS_95,MCH_317,117.0,45.4,36.2,67.3,4678.36,Delivered,None,1325.5,DRV_223,Low
2025-08-15 05:00:00,LG_5430,2025-08-15,R5,Mine A,Port Alpha,Iron Sand,4899.4,Truck,VS_47,MCH_881,105.3,31.1,40.4,227.4,4805.4,Delivered,Road,396.5,DRV_199,Low
2025-08-15 06:00:00,LG_5431,2025-08-15,R3,Mine A,Warehouse Delta,Nickel,2017.7,Vessel,VS_31,MCH_445,434.9,59.4,73.4,1786.2,4198.03,Delayed,Mechanical,88.8,DRV_219,Low
2025-08-15 07:00:00,LG_5432,2025-08-15,R4,Processing Plant,Port Beta,Nickel,1909.8,Train,VS_96,MCH_114,107.5,36.6,71.5,690.7,2524.92,In Transit,Traffic,2255.2,DRV_195,Low
2025-08-15 08:00:00,LG_5433,2025-08-15,R1,Mine B,Warehouse Delta,Fuel,1224.1,Truck,VS_184,MCH_263,599.1,36.3,39.1,1151.4,1230.26,Delivered,None,2462.4,DRV_197,Medium
2025-08-15 09:00:00,LG_5434,2025-08-15,R1,Processing Plant,Port Alpha,Nickel,4185.0,Truck,VS_191,MCH_694,626.0,65.9,56.0,1279.2,2443.51,In Transit,Weather,2082.3,DRV_247,Low
2025-08-15 10:00:00,LG_5435,2025-08-15,R3,Mine B,Port Alpha,Iron Sand,2904.2,Truck,VS_173,MCH_210,507.9,32.4,12.8,658.7,2622.63,In Transit,Traffic,2503.7,DRV_258,Medium
2025-08-15 11:00:00,LG_5436,2025-08-15,R3,Mine B,Port Alpha,General Cargo,3308.3,Vessel,VS_75,MCH_804,633.6,20.6,42.4,890.5,4493.94,Delivered,Mechanical,1802.4,DRV_190,Medium
2025-08-15 12:00:00,LG_5437,2025-08-15,R1,Processing Plant,Port Beta,General Cargo,1798.5,Vessel,VS_186,MCH_411,393.5,9.8,58.1,1574.2,4539.8,Delivered,Road,904.3,DRV_290,Medium
2025-08-15 13:00:00,LG_5438,2025-08-15,R4,Processing Plant,Warehouse Delta,Coal,675.5,Vessel,VS_138,MCH_537,430.9,54.9,10.3,168.7,3459.26,In Transit,None,2988.8,DRV_17,Medium
2025-08-15 14:00:00,LG_5439,2025-08-15,R1,Warehouse C,Smelter Gamma,Coal,971.0,Vessel,VS_97,MCH_881,239.2,30.0,89.4,1531.2,3699.85,In Transit,Weather,2343.7,DRV_188,Low
2025-08-15 15:00:00,LG_5440,2025-08-15,R1,Mine A,Port Beta,Fuel,2292.7,Truck,VS_26,MCH_698,380.0,21.2,9.8,1100.1,3905.5,Delivered,Mechanical,2193.7,DRV_189,Low
2025-08-15 16:00:00,LG_5441,2025-08-15,R5,Warehouse C,Smelter Gamma,Nickel,3537.3,Truck,VS_42,MCH_886,828.5,30.7,63.5,208.2,3282.81,Delivered,Road,1503.4,DRV_95,Low
2025-08-15 17:00:00,LG_5442,2025-08-15,R2,Warehouse C,Port Alpha,Coal,2684.7,Truck,VS_117,MCH_704,212.7,23.5,37.7,1843.2,4957.8,In Transit,Traffic,1877.6,DRV_42,Low
2025-08-15 18:00:00,LG_5443,2025-08-15,R4,Mine B,Port Alpha,Iron Sand,3533.4,Truck,VS_93,MCH_862,824.5,9.5,14.1,856.7,1172.76,In Transit,Mechanical,946.6,DRV_220,Low
2025-08-15 19:00:00,LG_5444,2025-08-15,R4,Mine B,Warehouse Delta,Fuel,3710.7,Truck,VS_102,MCH_239,81.9,62.4,39.8,1190.6,2767.06,Delivered,None,1254.5,DRV_20,Medium
2025-08-15 20:00:00,LG_5445,2025-08-15,R4,Warehouse C,Warehouse Delta,Nickel,4374.8,Truck,VS_3,MCH_698,916.7,8.8,54.8,169.8,1497.54,Delivered,Road,1933.3,DRV_248,Low
2025-08-15 21:00:00,LG_5446,2025-08-15,R5,Warehouse C,Port Alpha,Iron Sand,3940.6,Train,VS_31,MCH_938,222.3,20.8,9.0,1120.2,4293.72,In Transit,None,2669.8,DRV_60,Medium
2025-08-15 22:00:00,LG_5447,2025-08-15,R5,Warehouse C,Smelter Gamma,Coal,2569.7,Vessel,VS_155,MCH_192,485.7,16.9,83.0,787.4,224.04,Delivered,None,1092.4,DRV_292,Medium
2025-08-15 23:00:00,LG_5448,2025-08-15,R4,Warehouse C,Warehouse Delta,Nickel,2895.8,Vessel,VS_163,MCH_505,966.1,51.4,2.2,995.4,4280.26,Delivered,Mechanical,1145.9,DRV_222,Medium
2025-08-16 00:00:00,LG_5449,2025-08-16,R2,Mine B,Port Alpha,Fuel,2561.4,Train,VS_61,MCH_454,262.0,32.7,13.0,1756.5,1348.02,Delivered,Road,1589.5,DRV_239,Low
2025-08-16 01:00:00,LG_5450,2025-08-16,R2,Processing Plant,Port Beta,General Cargo,4418.4,Truck,VS_38,MCH_177,282.5,40.8,46.9,158.9,1090.11,Delivered,Weather,513.9,DRV_151,Low
2025-08-16 02:00:00,LG_5451,2025-08-16,R3,Mine A,Warehouse Delta,Nickel,1241.5,Train,VS_99,MCH_734,969.3,3.7,39.8,1425.6,4111.75,Delivered,Road,2716.1,DRV_54,Low
2025-08-16 03:00:00,LG_5452,2025-08-16,R1,Warehouse C,Smelter Gamma,General Cargo,4702.3,Truck,VS_54,MCH_786,712.9,40.3,78.0,915.1,2022.71,Cancelled,Road,1425.3,DRV_71,Low
2025-08-16 04:00:00,LG_5453,2025-08-16,R3,Mine A,Port Beta,Fuel,1211.0,Train,VS_129,MCH_274,785.8,67.1,3.0,1264.8,2599.92,Cancelled,Weather,357.7,DRV_107,Medium
2025-08-16 05:00:00,LG_5454,2025-08-16,R1,Mine B,Warehouse Delta,Fuel,3686.2,Truck,VS_161,MCH_205,974.6,43.5,37.0,1868.9,2454.43,Cancelled,None,2197.8,DRV_11,High
2025-08-16 06:00:00,LG_5455,2025-08-16,R2,Processing Plant,Smelter Gamma,Iron Sand,3224.6,Truck,VS_59,MCH_568,967.8,41.2,57.4,744.9,725.49,Delivered,Mechanical,2614.9,DRV_30,Low
2025-08-16 07:00:00,LG_5456,2025-08-16,R3,Mine B,Port Beta,Fuel,4828.0,Vessel,VS_105,MCH_781,666.1,69.1,8.0,856.8,2483.98,Cancelled,Weather,2338.1,DRV_77,Medium
2025-08-16 08:00:00,LG_5457,2025-08-16,R2,Warehouse C,Port Alpha,Nickel,3408.2,Truck,VS_128,MCH_954,957.0,12.8,73.7,977.1,3236.18,Delivered,Weather,1523.1,DRV_175,Low
2025-08-16 09:00:00,LG_5458,2025-08-16,R5,Mine B,Warehouse Delta,Coal,4683.2,Train,VS_123,MCH_401,406.9,43.0,75.7,1253.7,302.56,In Transit,Road,2294.7,DRV_8,Low
2025-08-16 10:00:00,LG_5459,2025-08-16,R2,Mine A,Warehouse Delta,General Cargo,184.0,Truck,VS_91,MCH_539,39.0,14.7,60.8,264.0,2153.25,In Transit,Mechanical,2016.2,DRV_218,Low
2025-08-16 11:00:00,LG_5460,2025-08-16,R3,Mine A,Warehouse Delta,General Cargo,2278.6,Vessel,VS_4,MCH_471,622.5,3.0,35.3,828.2,2430.71,Delivered,Mechanical,682.7,DRV_88,High
2025-08-16 12:00:00,LG_5461,2025-08-16,R4,Mine B,Warehouse Delta,General Cargo,3087.1,Vessel,VS_26,MCH_387,328.7,47.4,72.4,1143.2,232.73,Delivered,Weather,1802.6,DRV_53,High
2025-08-16 13:00:00,LG_5462,2025-08-16,R1,Mine B,Port Alpha,General Cargo,3657.9,Vessel,VS_26,MCH_739,16.0,52.6,34.8,1194.7,2530.07,Delivered,Traffic,2217.3,DRV_152,Medium
2025-08-16 14:00:00,LG_5463,2025-08-16,R1,Mine A,Warehouse Delta,Fuel,3757.6,Truck,VS_82,MCH_838,516.6,68.7,33.2,445.2,2966.35,In Transit,Mechanical,485.3,DRV_288,Medium
2025-08-16 15:00:00,LG_5464,2025-08-16,R2,Mine A,Port Beta,Iron Sand,4381.2,Vessel,VS_146,MCH_874,606.7,16.2,11.8,1835.7,4760.52,Delivered,Traffic,522.5,DRV_271,Low
2025-08-16 16:00:00,LG_5465,2025-08-16,R4,Processing Plant,Port Alpha,Iron Sand,772.7,Truck,VS_25,MCH_374,819.7,65.0,10.2,1064.8,344.89,Delayed,Weather,747.7,DRV_215,Low
2025-08-16 17:00:00,LG_5466,2025-08-16,R3,Mine A,Port Alpha,Fuel,1894.0,Vessel,VS_46,MCH_577,799.4,8.0,13.1,1239.3,2683.09,In Transit,None,686.8,DRV_140,Low
2025-08-16 18:00:00,LG_5467,2025-08-16,R3,Mine A,Warehouse Delta,Nickel,2248.9,Vessel,VS_151,MCH_546,530.1,50.4,57.5,1428.1,4758.63,Delivered,Weather,2051.6,DRV_140,Low
